RegistrationID,ParticipantID,EventInstanceID,RegistrationStatus,RegistrationAttendedFlag,RegistrationCheckInTime,RegistrationCreatedAt
R2279,P1177,EI1388,nan,,,
R2280,P1177,EI1389,nan,,,
R2281,P1177,EI1390,nan,,,
R2282,P1177,EI1391,nan,,,
R2283,P1177,EI1392,nan,,,
R2284,P1177,EI1393,nan,,,
R2285,P1177,EI1394,nan,,,
R2286,P1177,EI1395,nan,,,
R2287,P1177,EI1396,nan,,,
R2288,P1177,EI1397,nan,,,
R2289,P1177,EI1398,nan,,,
R2290,P1177,EI1399,nan,,,
R2291,P1177,EI1400,nan,,,
R2292,P1177,EI1401,nan,,,
R2293,P1177,EI1402,nan,,,
R2294,P1177,EI1403,nan,,,
R2295,P1177,EI1404,nan,,,
R2296,P1177,EI1405,nan,,,
R2297,P1177,EI1406,nan,,,
R2298,P1177,EI1407,nan,,,
R2299,P1177,EI1408,nan,,,
R2300,P1177,EI1409,nan,,,
R2301,P1177,EI1410,nan,,,
